Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Comoros,COM,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,34.91170495,-16.2863431,15.23453715,4.322766571,26.22007366,15.52981944,17.68884679,3.890006707,2.976113622,5.253589117,3.377211269,7.305830837,-6.131872852,9.758608855,-4.24223473,-14.15587243,18.54434794,14.53096588,52.31036235,11.26091187,-2.06748556,-2.892893881,7.058461531,12.50419136,9.558293962,11.53190864,13.34473416,19.41206678,9.571786176,15.99116232,2.849631511,8.096941673,17.11032367,10.25964611,1.816792336,8.471500079,5.906699936,12.89702403,18.54156282,7.378317322
Cabo Verde,CPV,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,40.08187933,14.85630784,13.34666182,28.13619114,12.06774288,25.5601876,17.96756885,5.877770518,14.58714072,14.99616811,1.485977773,6.298807326,9.518641577,11.15193463,9.366470532,29.87784996,89.62650393,12.23234427,14.01387458,11.78916789,9.910115159,1.967909727,16.7754026,12.99790014,9.719326962,14.22093123,8.599795662,10.58261883,15.77986539,18.02938572,10.73942654,7.574490572,3.461642277,5.405454556,4.584595414,6.304484511,11.41277416,7.437052926,6.237066584,8.356229335,6.505453095,1.394437383,8.448151687,3.760495477,3.034118048,5.816848624
Costa Rica,CRI,Broad money growth (annual %),FM.LBL.BMNY.ZG,,-2.864768683,13.07931856,10.51352665,7.446496629,6.603001364,3.173790632,33.49044902,-0.669020628,11.84284378,6.866845099,41.81732801,19.5419426,21.92419556,30.49223779,42.32655311,34.36901121,31.46052073,27.91339173,34.90724366,16.15757616,87.09931883,27.35235012,37.55014257,17.74564748,14.33708335,20.94974619,16.27016238,39.82740222,16.62607426,27.40272451,33.67292704,24.16309429,15.13116113,21.98246041,4.687476048,47.58677241,-45.47297403,20.31059411,30.14750611,24.03617731,154.3907828,19.28433984,24.67671635,22.79420641,27.67643605,22.75513537,20.46143223,22.50289525,9.241200924,0.941285852,5.43347065,9.932915774,9.61917073,14.26858649,4.028818581,3.086079938,1.547547898,2.159160742,4.039121342,17.77696485,8.768853271,-2.355124874
Caribbean small states,CSS,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,CZE,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.40626681,29.30350884,6.441231249,1.664410969,3.362617675,2.624103961,16.00083775,11.18365011,-11.09219842,6.564930262,7.359152455,10.99717707,12.95059717,16.11737431,13.58622831,0.213326566,1.876466797,2.75445023,4.790316757,5.810228999,5.919957157,7.950922787,6.527790796,10.3570967,6.311374883,6.358415076,9.956285244,6.769411043,
Germany,DEU,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,18.40148699,11.3051938,2.655939611,7.314666099,2.427105685,3.557910674,4.044267646,-5.287322517,0.916038436,3.658244726,5.278868037,-7.407697489,-4.549145661,-4.108399355,-3.848215441,1.128390458,7.529273114,15.68544609,17.75540058,13.8805177,11.35111007,11.60953225,8.226430823,21.05657333,17.00957129,12.20016894,-4.466900883,15.0441792,6.936260547,6.487673949,19.02503161,8.765866155,21.91880847,-5.582255563,8.780660012,19.37923779,5.295580515,-1.68907589
Dominica,DMA,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,12.55525842,9.464930783,19.47243693,43.86296646,2.408381011,2.282536207,18.38055286,9.852641643,15.96836599,4.576267039,14.87375097,29.59115072,10.03222514,9.066579044,18.82242501,14.35663393,14.02658663,-1.111984693,5.059344856,20.68543707,6.348384258,4.85393049,3.1601981,8.667341104,-3.203196519,5.25422117,9.447589656,8.408572928,6.551729915,5.465746482,11.18973225,10.1667993,5.600305809,10.08864275,2.637464941,2.645864161,11.30184588,3.042768802,4.969583975,3.520844046,6.116410356,17.20655335,1.566083139,-11.78416449,-11.76005105,1.830880882,-1.256562172
Denmark,DNK,Broad money growth (annual %),FM.LBL.BMNY.ZG,,9.572723765,8.991681704,12.42529478,10.19359937,9.742820822,12.91136985,9.45416283,12.76646879,10.57522218,4.822388836,8.871931599,13.36598548,13.62850843,8.429043424,26.94526064,11.72929466,9.283114093,6.438200144,10.21467154,11.71181955,10.84528841,11.07143049,27.79209477,17.20846292,18.36056154,9.416147578,6.508571913,5.532101117,1.320560157,6.526592252,3.930802104,-0.739939745,19.70661729,-9.951172591,6.212688252,8.143561872,6.818733821,3.325471379,-0.892051976,-5.165168722,3.565120985,4.241608487,-2.174690515,2.727368829,14.41704113,11.47894432,17.16567425,7.00027065,4.528667498,7.878265509,-5.936200096,2.048302112,-9.373542067,14.10322643,9.911316313,-7.204906581,5.161180208,1.500906798,5.80775708,9.839544598,-1.04652285,
Dominican Republic,DOM,Broad money growth (annual %),FM.LBL.BMNY.ZG,,-2.091402014,10.75949367,12.5,-6.412698413,32.80868385,-15.48835309,-2.224371373,25.9272997,16.04320079,22.27345799,26.00422102,26.4587166,30.09879492,41.76610979,21.05789833,3.448443532,17.9666275,3.014654904,14.10304015,11.92263103,10.95180117,12.13264398,16.84697405,24.04621821,21.12656659,60.43317295,16.29986483,44.17644777,30.89713258,38.04164291,35.48132938,26.89705734,19.59220326,11.44814359,16.64679801,17.13002036,24.11891293,17.72362484,21.89944828,16.79824852,37.56644498,5.484381244,87.19903757,15.65640294,7.437511467,5.962323916,17.13647131,5.411899482,13.53137437,12.33795208,12.56869091,9.953643675,11.95057469,9.26752299,12.11131552,9.752233798,9.710397989,6.636940293,11.66885622,21.75083638,13.70420963,5.56820716
Algeria,DZA,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,10.88506711,9.305844524,29.88406299,35.35837996,14.37992126,12.51183203,6.500956023,30.26211849,12.25536138,26.55927708,30.95847885,29.20469361,19.1427392,29.85120594,18.12953053,17.380065,16.69357167,26.32610807,20.33214881,17.351711,14.96684932,1.409809702,13.60256546,13.59811707,5.182188999,11.41565552,20.80279852,31.27487975,7.296641051,15.70483907,9.46358192,14.64464552,18.25947539,19.57262026,13.9471736,14.13150284,54.05140869,18.05211536,16.30615568,10.4512235,11.69360354,19.64477663,23.09073922,16.03708229,4.840835097,13.54843173,19.90700326,10.93691709,8.409999837,14.42367387,0.297131028,0.815774502,8.380854997,11.1022592,-0.757531113,7.445617346,13.18375865,14.32625276
East Asia & Pacific (excluding high income),EAP,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Broad money growth (annual %),FM.LBL.BMNY.ZG,,-10.19668737,12.72128447,4.090577068,14.81403509,2.350100851,20.68197426,15.60409327,24.87865013,13.09881266,-11.47863825,16.07577541,24.21650607,32.29074061,48.52092609,8.757034494,38.0378234,21.04916921,5.694445608,25.8447683,30.13767545,11.62282173,-6.159968225,-18.94181956,19.80695353,-13.83852763,-19.92681934,-5.211826733,-20.620504,-7.637603865,50.32698416,5.991209257,4.441768876,46.76380039,39.10153667,6.772149054,12.42905508,9.081171354,-16.37096407,-50.81202675,47.00314969,31.75894662,36.12216214,17.89178167,24.3693924,19.5599976,12.97100232,16.10677585,23.90217713,7.088880374,16.43795053,16.61884158,16.95915289,13.95672374,14.94066027,-4.826604284,17.83346565,-20.01024463,4.676518279,8.854971413,9.958348707,12.60465281,10.12042473
"Egypt, Arab Rep.",EGY,Broad money growth (annual %),FM.LBL.BMNY.ZG,,11.62886598,6.64942741,19.29338414,16.20209059,6.434282859,1.537739171,5.953757225,3.055100927,5.738485971,5.407029138,3.020803648,15.74919318,22.37712101,30.21741961,21.46570686,25.9774467,34.03462921,27.0278834,31.32567109,51.41942931,30.89756455,31.15209683,22.62571873,18.84797316,18.30438924,20.95059575,20.95886497,21.54755963,17.49797428,28.73037047,19.33889887,19.42823715,13.24900909,11.21467677,9.896515195,10.83590399,10.77196396,10.77640971,5.663641739,11.58132166,13.21525123,12.63037204,21.27975962,16.23925111,11.48935434,15.00211258,19.11424882,10.48289527,9.472592098,12.41851334,6.664885736,12.34730479,18.89071658,15.76638521,18.60496444,39.50914199,20.4504937,13.30213982,13.27851085,19.7057864,18.33390897,27.13697496
Euro area,EMU,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.04285044,28.07153296,20.52427757,36.08917197,17.26427337,32.37068315,20.7579543,15.06195833,11.69338183,10.66597669,5.762414973,12.11368537,15.8757591,15.72140248,15.59063134,14.62415077,14.39938415,16.46712371,12.90645947,,,,,,,,
Spain,ESP,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Broad money growth (annual %),FM.LBL.BMNY.ZG,,2.785406042,11.22137405,5.284831846,25.43676662,13.33281364,6.234093775,1.834505978,11.21354697,15.26250596,5.768467694,1.805449174,16.06375138,29.88622834,15.56411118,9.633181153,12.77895685,17.747776,12.68812127,13.23914153,4.203255388,11.00938315,10.29729608,14.45606625,9.737603836,17.12745455,11.39099094,5.631770264,11.07545314,15.5729906,19.87413428,15.92659336,15.21812424,8.782097975,23.17488556,9.030010106,9.04520467,19.82504653,-1.093424235,13.70535649,13.07387494,9.67575066,15.93412781,12.4379238,19.26447175,18.59189642,19.99365998,22.21259982,23.38968982,,,,,,,,,,,,,,
European Union,EUU,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,0.88472928,26.32360935,19.25471184,-8.277404922,6.561762392,5.480901752,9.972234537,17.1705599,18.17078912,18.98836978,22.2966273,13.39833837,38.72468451,27.20457314,1.576543392,18.64198682,7.337009916,20.74932878,12.26745635,5.296498909,7.92301839,13.36660593,11.20244673,1.884369744,17.36955614,4.243083509,20.4226145,8.719149477,25.69391857,14.54569219,14.5730556,6.335485206,2.540933646,4.491186958,0.861555608,-8.730865896,-0.536055798,13.64173369,-1.545805134,11.51117123,21.06767641,16.28349428,9.462267266,15.16770909,22.26770056,8.288459978,-6.467030477,7.08181916,3.506392399,11.04757107,6.289298568,18.98595783,10.39538576,13.93564148,4.762070694,8.301492848,2.816293345,2.693975825,1.172490064,,
France,FRA,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.785744756,3.805305379,0.716852675,3.389287967,-0.956136117,5.969641527,-11.97032795,-3.745207613,-0.056316107,1.61257274,-8.456171483,4.566330745,3.226214175,16.28300886,-0.06405644,3.94594737,13.87361361,8.13607602,33.34659578,-8.289177204,22.03923196,10.73987764,2.330562116,1.011989746,15.62807432,15.42129261,
Gabon,GAB,Broad money growth (annual %),FM.LBL.BMNY.ZG,,15.55555556,18.10897436,9.226594301,7.204968944,6.604866744,-1.956521739,5.210643016,12.62381454,18.58158683,8.568723371,14.19331395,27.83045886,32.07209001,67.12153197,61.18780169,86.67944753,-0.043477283,-14.77820691,8.087892361,24.55019132,15.85776383,13.4621569,17.92885344,15.72005633,12.07277259,-10.06382142,-12.97903645,0.205633101,5.883133304,3.671017909,8.291726779,-15.79112567,-1.717897108,37.36589271,10.1161717,17.22113885,11.27556877,-1.8446378,-2.995093399,18.27800458,4.173280461,4.70915489,-1.773876397,9.713652567,32.67232173,14.32330553,7.502137907,10.83006416,3.393160829,20.72192952,27.06502071,9.974192059,10.89679775,-2.63554693,0.35627928,-4.003359317,-17.41006189,33.2329864,1.363797545,,,
United Kingdom,GBR,Broad money growth (annual %),FM.LBL.BMNY.ZG,,2.725266289,-2.073797291,8.776113708,5.454704902,7.559251559,3.587443946,10.76280042,7.176549865,3.112228859,9.432926829,13.21112164,27.90136824,27.53684535,12.93184081,7.138849555,11.57078377,9.485706623,14.56772481,12.48730422,18.46694863,25.17549842,13.654863,10.26053121,11.50662746,11.24497378,22.56328853,89.33106824,16.67184895,20.12599369,10.52121146,1.661514462,-28.6297784,4.695091747,7.654847323,20.29133227,14.50645895,25.50521808,20.84524489,4.396703759,11.06361358,8.824681893,4.994044679,9.797748747,9.821620212,13.84953784,14.09746979,15.81154684,17.8034358,-0.065135083,3.990035844,-4.418049589,0.76994028,2.102305807,-2.534401765,1.97421476,8.716838179,8.296331613,5.299826049,-1.364158119,9.706440177,9.732729491,8.600521013
Georgia,GEO,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.23185874,42.77715425,-0.786577681,20.57495546,39.17288817,19.43058809,18.81377576,23.06161264,40.03003994,27.85129514,42.73632554,46.39927794,7.8763723,7.732513831,30.13266881,14.49858349,11.35512805,24.45525639,13.75693579,17.25263989,21.08349317,14.58948579,13.92100157,17.55905166,24.60801575,11.4110987,11.41703775
Ghana,GHA,Broad money growth (annual %),FM.LBL.BMNY.ZG,,8.818011257,15.17241379,7.285429142,37.11627907,1.933514247,4.925124792,1.233745639,10.19455497,10.44551218,9.951862435,11.12541849,40.6636469,18.84941437,26.65624882,37.9172761,37.06920807,60.30327433,68.52987047,15.76674076,33.80011477,51.31745603,23.346026,40.20592713,53.62394907,46.16640907,47.9352712,53.3299379,46.27724828,54.66744081,13.30135558,39.07782359,52.28382889,33.50064469,52.56951805,43.17189451,39.19835489,44.08716187,17.48931228,25.41714049,54.24415621,56.53421811,39.21416944,23.24083486,27.27517587,19.46750844,39.34051513,36.83449896,39.1781719,24.73906506,31.91773152,33.99495044,25.13923346,19.50055418,37.2926417,25.57401701,22.49901339,16.06563109,15.76090955,21.35458953,28.36115161,21.30345322,32.02709978
Gibraltar,GIB,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2779291,22.78726723,-3.448778386,11.25894961,3.568532036,18.20203602,6.636750053,,,12.85060796,19.68192296,33.16729858,36.46255558,33.35241991,94.37862598,-12.28901407,38.42093088,18.63787653,85.25901055,18.23717893,-9.295135968,13.41599726,14.15475645,13.60504665,12.87217522,16.90941445,9.82941689,23.40567525,22.79863132,8.666525841,
"Gambia, The",GMB,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,6.191687871,13.09904153,4.661016949,8.164642375,4.491578291,15.64179104,0.464636035,38.95169579,42.23372781,9.854394176,13.3964497,45.94030474,-12.11384439,45.93978845,-8.35191793,10.35405767,20.90407938,15.83074959,26.72020154,5.479622266,51.34291436,7.273788675,24.62995211,14.74689256,20.7996144,8.381284388,25.70288128,13.80830533,12.7627587,-3.78715993,14.2193703,5.778647313,22.9677926,10.21032376,12.10143491,34.82622594,19.41937599,35.2810923,42.74422031,22.45065283,8.049780081,26.64556384,6.778352406,18.15583817,14.82617462,17.84068215,11.19842799,7.267276412,14.6116061,9.004270626,,,,18.24893979,27.01091805,22.50801464,21.73998393,7.737238115
Guinea-Bissau,GNB,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.8571429,73.29682366,37.60586525,574.6013228,-67.33803486,110.8896856,40.46338763,48.49969037,42.9941618,48.30191681,119.3665755,-11.14583637,21.53903018,60.73516716,-13.39130408,25.72834434,-57.56722711,41.946643,18.55028321,4.316576072,26.60462158,29.72913308,7.231829082,19.54588275,45.5221156,-5.389597297,4.994956468,48.77912003,27.19260895,9.338700724,2.81607555,6.055532337,0.253175207,9.092820913,20.89352406,3.494591939
Equatorial Guinea,GNQ,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,17.42086491,-10.45087803,-40.61903752,40.71760086,-51.98528479,-11.83619551,30.26670662,-25.46583851,139.537037,48.94987759,42.78546713,9.305707016,15.55814211,68.65077462,36.24651613,28.22969503,54.39761684,60.40296053,32.93829984,36.93380997,12.74408738,40.36769233,30.67923519,24.01393266,27.89428633,-0.06087439,59.62054248,6.227836222,-15.85293288,-7.023271433,-21.04562649,-5.182366074,-0.708156387,-7.248015084,-5.155209041,-0.633224008,
Greece,GRC,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,6.389559268,18.73761177,2.912045109,-1.811332997,28.45132987,15.15168836,11.39832717,19.61968207,14.92004954,6.119124797,7.793754916,-3.356546257,-4.44366254,13.85426171,19.40209011,28.06453252,11.71991697,22.36565501,6.679731315,9.526672629,5.377827187,6.627452212,23.24026132,12.45306097,10.49565238,9.942591276,10.05550276,12.27747507,13.82435545,13.80470307,11.02961387,10.53808305,6.095721104,20.22247293,-6.247777726,2.289176189,12.17401214,5.093400754,3.337471354,3.154720516,0.361960012,-4.992946567,3.766713862,6.165865622,7.322879906,4.48198506,3.091291496,9.246219978,-2.02960034,-1.206664868,8.495675059,9.886300305
Greenland,GRL,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Broad money growth (annual %),FM.LBL.BMNY.ZG,,4.237918216,7.346647646,11.42857143,14.60942159,8.168574402,11.73641174,12.13947482,7.754318618,12.25507659,11.10758489,11.16823765,24.10071942,22.42236025,14.05377981,22.62752076,30.82224909,18.73555781,13.73190098,7.323750856,10.6122449,12.22324723,15.17673654,-1.347131769,11.55272201,32.80369665,20.73617385,8.329541433,19.72557347,16.33727049,22.15185632,48.53243725,20.61960386,6.281339713,3.82554203,15.55698934,5.725692673,25.36200611,19.47636627,8.707471129,21.44603441,36.88537414,8.290138259,45.14745196,10.81061,13.71925419,12.99392043,10.28574836,8.51728748,11.3456693,9.064348472,7.234983047,9.360682867,9.546575492,7.874714651,9.090033405,6.349587715,7.303292682,9.650642885,8.750106332,18.06584835,8.02431661,7.008374833
Guam,GUM,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Broad money growth (annual %),FM.LBL.BMNY.ZG,,-2.250803859,18.09210526,17.13091922,13.67419738,6.276150628,7.480314961,17.31227106,12.44994341,8.817526761,6.93115415,15.88345136,19.97220006,18.14452455,18.22579942,39.4028952,9.369008423,25.27852501,10.33622528,8.42302136,14.82555091,16.74234636,25.1395152,20.42750052,18.79432081,23.71133674,21.87466318,43.7987656,34.75505039,49.72029094,51.95068021,71.56326442,61.55816763,21.17202816,15.23671014,24.07375494,21.08805714,10.85018368,7.791964059,10.21938404,9.952135541,16.85441897,8.123631776,9.476143645,9.670901626,6.010533467,16.9889613,13.04230409,12.23806339,10.45609094,15.81026955,13.32351853,12.89387149,5.665083027,3.606067368,3.672146472,5.429132697,-0.691578508,5.982354872,14.3797296,14.50249374,13.77076214,15.49752564
High income,HIC,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.482715668,14.45520548,11.73766125,10.64827089,12.4904807,8.717547188,11.12777603,8.302682186,9.328214085,-0.276964461,0.549648675,6.276548166,8.225222629,5.132799036,14.38558316,15.24065513,2.88116625,6.146319236,6.908698876,11.8637122,9.340468171,10.48409712,8.513625953,6.767250749,6.534045493,12.79762442,3.905239471,4.812193636,6.035561775,3.197339628,3.265399973
Honduras,HND,Broad money growth (annual %),FM.LBL.BMNY.ZG,,4.733727811,12.61770245,9.197324415,11.79173047,17.32876712,11.85055458,2.400835073,13.86340469,18.97940913,14.22121896,10.63899868,13.9922596,21.9117263,2.892030848,12.5130127,30.94004441,20.87337479,20.58926692,8.890828001,9.580625056,8.921751849,19.64192465,17.08442449,10.69336458,-1.640527278,9.244314013,22.36400269,13.83461398,13.33290476,20.57630676,18.57505763,24.71286029,11.39830441,28.27300635,28.88708313,38.8463299,61.15744008,20.27410089,19.40790086,15.41626555,24.32326566,12.77446725,12.14216673,18.0710396,17.32603749,21.58581117,16.6249511,4.858611214,0.566549355,9.785706372,12.38826659,6.979130426,8.269939645,13.24094379,7.809839128,17.92726023,12.41787963,8.116123348,10.7090863,18.57775204,9.661091759,13.02115636
Heavily indebted poor countries (HIPC),HPC,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.56251858,40.41406403,49.23501984,38.41084034,12.98963134,-1.838996574,29.09938192,46.1382102,9.494018403,10.97912687,9.32192,10.55204675,18.05363343,18.29733926,4.356822221,-0.584034834,12.62899851,1.550129333,-10.53771267,-1.45860639,0.890695375,4.693774444,4.566538674,3.837584939,8.307982314,3.892658285,11.51418162,13.06937888,
Haiti,HTI,Broad money growth (annual %),FM.LBL.BMNY.ZG,,12.42774566,3.020565553,5.739238927,1.002949853,0.004672897,-5.75323583,10.75496722,12.35563365,11.76983261,10.77816296,16.63375098,31.59199777,27.98603686,19.5395238,25.86298451,38.16335113,19.86254749,17.63912596,9.982975507,23.11165736,12.21473373,3.312761525,4.477455847,13.67540663,12.42835918,9.20413149,12.72938916,-10.30642109,37.60724265,2.519657991,11.87923915,30.46529863,29.16049781,31.44974578,27.11235506,1.128244612,20.13724356,9.244903993,23.67415849,20.3032303,15.39678712,23.08406388,38.89547071,5.430207684,17.81883032,2.442731039,11.46714758,12.84500443,13.59201214,26.115979,6.843090074,7.16539633,7.566116537,7.739314892,23.76609728,19.11850704,8.498230995,19.15641761,13.73162623,4.223444376,35.49315941,
Hungary,HUN,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,2.282842785,5.102470522,10.91597106,8.769993377,9.644089374,2.192642951,16.53295789,29.19090623,29.38721938,41.29100431,17.68663445,14.18370382,20.88957432,22.2415532,19.72203646,15.59874167,15.67300081,12.60713647,16.35125364,13.82136706,10.95226484,11.53749617,14.70012077,13.80258624,11.01155109,8.709683434,3.648402842,4.267200507,6.666574298,-4.636898067,7.809155967,2.495369924,5.681645204,7.238370669,7.787365346,11.81574978,8.149967044,21.09014421,18.49896378,
IBRD only,IBD,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Broad money growth (annual %),FM.LBL.BMNY.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
